Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
5,2,0,13,1,1,6,3,1,1,32,0,1,0,2,6334,12,400,2,4,4,3,6,0,0,0,0,0,1,1,1,-1.0,1,0
6,1,1,13,1,5,7,2,1,2,33,1,0,0,1,14519,12,400,3,4,4,0,6,0,0,0,6,0,1,2,0,-1.0,1,0
3,2,6,9,1,7,4,2,0,1,49,0,1,0,1,2210,4,400,4,4,4,0,7,0,0,0,6,0,1,0,1,-1.0,1,0
1,3,6,13,1,7,2,3,1,1,75,0,2,1,1,14078,3,400,1,4,4,0,6,0,0,0,3,0,1,2,2,-1.0,1,0
3,3,4,9,1,5,4,3,0,1,29,0,1,0,1,7370,7,400,3,4,4,3,6,0,0,0,1,0,1,1,1,-1.0,1,0
0,4,2,2,1,7,1,4,1,1,26,0,0,0,3,9486,9,400,2,4,4,0,5,0,0,0,0,0,1,1,0,-1.0,2,0
6,4,1,17,1,2,7,4,1,1,71,0,2,1,1,7934,15,400,2,4,4,1,7,0,0,0,0,0,1,1,2,-1.0,1,0
9,4,2,17,1,5,3,3,1,1,31,0,1,0,0,14703,3,400,3,4,4,0,6,0,0,0,6,0,1,2,1,-1.0,0,0
2,5,5,6,1,1,5,2,1,1,29,0,2,1,1,7026,6,400,4,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
2,2,6,13,1,5,3,3,1,1,63,0,2,1,2,2955,8,400,4,4,4,1,7,0,0,1,0,0,1,0,2,-1.0,1,0
8,3,3,15,1,7,9,3,1,1,47,0,1,0,2,11610,1,400,2,4,4,5,7,0,0,0,0,0,1,2,1,-1.0,1,0
1,3,1,9,1,5,12,4,0,1,28,0,1,0,2,8934,7,400,4,4,4,3,5,0,0,0,6,0,1,1,1,-1.0,1,0
1,2,1,6,1,6,2,2,1,1,52,0,1,0,1,684,10,400,1,4,4,0,7,0,0,0,3,0,1,0,1,-1.0,1,0
0,4,5,13,0,5,1,4,1,1,49,1,0,0,1,642,11,400,2,4,4,1,7,0,0,0,0,0,1,0,0,-1.0,1,0
3,1,4,2,0,2,1,2,1,2,32,0,0,0,1,7374,2,400,2,4,4,0,5,0,0,0,0,0,1,1,0,-1.0,1,0
5,2,5,2,1,2,6,3,1,1,38,0,0,0,2,2139,1,400,2,4,4,0,7,0,0,0,1,0,1,0,0,-1.0,1,0
2,5,0,17,1,2,5,1,1,1,51,0,0,0,1,10185,9,400,3,4,4,0,5,0,0,0,6,0,1,1,0,-1.0,1,0
1,1,4,17,1,5,2,1,0,2,30,0,2,1,1,12566,5,400,4,4,4,3,4,0,0,0,0,0,1,2,2,-1.0,1,0
4,2,2,13,1,5,8,1,1,1,62,0,6,2,5,10950,3,400,3,4,4,5,7,0,0,0,6,0,1,1,0,-1.0,2,0
10,4,6,13,1,5,11,4,1,2,38,0,2,1,2,3142,15,400,1,4,4,1,6,0,0,0,0,0,1,0,2,-1.0,1,0
11,3,1,6,1,2,12,3,1,1,44,0,1,0,2,1486,8,400,3,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,1,0
5,3,0,17,1,6,6,4,0,1,47,1,1,0,2,5838,2,400,2,4,4,5,7,0,0,0,6,0,1,0,1,-1.0,1,0
11,4,1,17,1,2,11,1,1,2,35,1,2,1,1,8389,14,400,4,4,4,1,5,0,0,0,0,0,1,1,2,-1.0,1,0
6,4,4,2,0,5,7,5,0,2,36,0,2,1,1,751,1,400,2,4,4,3,6,0,0,0,3,0,1,0,2,-1.0,1,0
1,3,2,16,1,5,12,5,1,1,50,1,1,0,1,9736,11,400,1,4,4,0,6,0,0,0,3,0,1,1,1,-1.0,1,0
2,1,3,17,1,5,3,5,1,2,29,1,1,0,1,8181,9,400,4,4,4,3,5,0,0,0,0,0,1,1,1,-1.0,1,0
8,2,2,6,1,5,9,3,1,1,40,1,1,0,2,12194,2,400,1,4,4,3,6,0,0,1,0,0,1,2,1,-1.0,1,0
0,5,4,6,1,7,9,1,1,2,64,1,0,0,5,10944,8,700,1,4,4,0,7,0,0,0,6,0,1,1,0,-1.0,2,0
0,5,0,2,1,1,1,5,1,2,31,0,2,1,5,914,6,400,3,4,4,5,5,0,0,0,3,0,1,0,2,-1.0,2,0
1,2,1,17,0,5,2,2,0,2,29,1,1,0,2,6193,10,400,3,4,4,1,5,0,0,0,0,0,1,1,1,-1.0,1,0
9,3,3,9,1,6,10,4,0,2,27,1,2,1,1,4965,3,400,2,4,4,3,5,0,0,0,1,0,1,0,2,-1.0,1,0
1,4,6,2,1,7,2,4,1,1,38,0,1,0,2,5900,4,400,2,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,1,1
0,1,4,2,1,2,1,2,1,2,46,0,6,2,5,9472,13,400,3,4,4,3,6,0,0,0,3,4,3,1,0,-1.0,2,0
2,4,5,13,1,7,3,4,1,2,29,1,2,1,1,11647,8,400,3,4,4,3,5,0,0,0,0,0,1,2,2,-1.0,1,0
11,4,3,6,1,1,12,5,0,2,35,0,2,1,1,11594,15,400,1,4,4,3,5,0,0,0,3,0,1,2,2,-1.0,1,0
9,4,0,0,1,2,3,2,1,1,39,0,1,0,5,13116,10,400,2,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,2,0
5,2,1,13,1,7,12,3,1,1,37,0,1,0,1,9924,9,400,2,4,4,3,6,0,0,0,3,0,1,1,1,-1.0,1,0
1,3,3,13,1,7,12,1,1,1,54,1,1,0,2,13085,11,400,1,4,4,5,7,0,0,0,6,0,1,2,1,-1.0,1,0
1,4,5,9,0,5,12,1,1,1,31,1,4,1,5,12946,13,400,1,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,2,0
11,1,1,13,1,2,12,1,1,1,47,0,2,1,2,1140,10,400,2,4,4,3,7,0,0,0,6,0,1,0,2,-1.0,1,0
5,4,2,17,1,6,6,4,1,1,69,0,0,0,1,8144,7,400,1,4,4,3,7,0,0,0,0,0,1,1,0,-1.0,1,0
0,3,0,17,1,1,9,1,0,1,32,0,2,1,1,13166,4,400,3,4,4,3,5,0,0,0,0,0,1,2,2,-1.0,1,0
2,4,0,13,1,7,3,5,1,1,27,0,2,1,2,12063,6,400,2,4,4,5,6,0,0,0,0,0,1,2,2,-1.0,1,0
5,2,0,2,0,2,6,2,1,1,53,0,1,0,1,9517,15,400,4,4,4,1,7,0,0,0,3,0,1,1,1,-1.0,1,0
9,3,4,6,1,1,10,3,1,2,22,0,2,1,1,7693,14,400,4,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
6,4,0,13,1,7,6,1,1,2,30,0,0,0,1,14611,8,400,2,4,4,0,6,0,0,0,3,0,1,2,0,-1.0,1,0
8,3,4,13,1,2,7,2,1,1,27,1,1,0,0,8226,3,400,2,4,4,0,5,0,0,0,6,0,1,1,1,-1.0,0,0
3,3,0,9,1,1,4,3,1,1,38,1,1,0,1,1367,14,400,1,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,1,0
7,2,1,13,1,6,8,3,1,1,46,0,0,0,1,14216,9,400,2,4,4,3,7,0,0,0,1,0,1,2,0,-1.0,1,0
10,1,1,9,1,2,11,3,1,1,62,0,1,0,0,2713,3,400,4,4,4,1,6,0,0,0,6,0,1,0,1,-1.0,0,0
10,1,3,17,1,7,11,1,0,2,33,0,0,0,1,10482,2,400,2,4,4,1,5,0,0,0,0,0,1,1,0,-1.0,1,0
11,4,3,9,1,1,12,5,1,2,80,0,2,1,2,6353,10,400,4,4,4,3,7,0,0,0,3,0,1,1,2,-1.0,1,0
2,3,2,13,1,6,3,3,0,2,48,0,1,0,2,13228,4,400,2,4,4,3,6,1,0,0,6,0,1,2,1,-1.0,1,0
9,4,1,13,1,2,10,4,1,2,63,0,2,1,1,12753,1,400,2,4,4,3,7,0,0,0,3,0,1,2,2,-1.0,1,0
1,4,0,9,0,6,2,5,1,1,44,1,0,0,2,908,7,400,2,4,4,0,6,0,0,0,6,0,1,0,0,-1.0,1,0
4,1,1,10,1,2,5,2,1,1,44,0,1,0,2,6563,9,400,1,4,4,0,6,0,0,0,0,0,1,1,1,-1.0,1,0
4,4,3,13,1,6,4,2,1,1,59,1,0,0,1,9516,16,400,1,4,4,0,7,0,0,0,6,0,1,1,0,-1.0,1,0
0,1,2,13,1,5,1,3,0,1,45,0,2,1,2,10647,11,400,1,4,4,0,6,0,0,0,1,0,1,1,2,-1.0,1,0
0,4,0,13,1,2,9,3,1,1,55,0,0,0,1,1499,12,400,2,4,4,3,7,0,0,0,1,0,1,0,0,-1.0,1,0
11,3,1,6,1,5,12,4,1,1,32,0,2,1,5,9760,9,400,2,4,4,3,5,0,0,0,1,0,1,1,2,-1.0,2,0
2,3,0,6,1,6,3,3,1,1,39,0,2,1,2,10962,13,400,2,4,4,0,6,0,0,0,1,0,1,1,2,-1.0,1,0
6,2,2,2,1,5,7,3,1,1,61,1,0,0,5,4423,1,400,3,4,4,1,7,0,0,0,1,0,1,0,0,-1.0,2,0
9,4,5,9,1,6,10,4,0,1,27,0,2,1,2,10970,10,400,4,4,4,3,5,1,0,0,0,0,1,1,2,-1.0,1,0
10,1,5,9,1,5,11,1,1,1,41,0,2,1,1,3290,4,400,4,4,4,3,5,0,0,0,1,0,1,0,2,-1.0,1,0
