Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
0,3,2,6,1,6,1,4,1,1,45,1,1,0,1,14688,13,400,2,4,4,0,6,0,0,0,1,0,1,2,1,-1.0,1,0
9,4,4,2,1,5,3,1,1,1,27,0,2,1,2,4195,15,400,4,4,4,3,5,0,0,0,0,0,1,0,2,-1.0,1,0
8,4,2,18,1,2,9,5,1,1,38,0,2,1,2,13346,7,400,3,4,4,3,5,0,0,0,0,0,1,2,2,-1.0,1,0
1,1,0,17,1,6,2,4,0,2,28,0,1,0,1,8142,9,400,1,4,4,1,4,0,0,0,3,0,1,1,1,-1.0,1,0
0,3,1,13,1,6,1,3,1,1,27,1,0,0,0,9594,1,400,1,4,4,0,4,0,0,0,0,0,1,1,0,-1.0,0,0
5,5,0,13,1,5,2,3,1,1,32,0,0,0,2,5361,10,400,3,4,4,0,6,0,0,0,3,0,1,0,0,-1.0,1,1
2,1,4,9,1,1,3,2,1,1,41,1,0,0,1,1067,6,400,2,4,4,1,6,0,0,0,6,0,3,0,0,-1.0,1,0
2,2,5,6,1,7,5,2,1,2,16,1,4,1,5,116,2,400,1,4,4,3,3,0,0,0,3,0,1,0,1,-1.0,2,0
11,4,6,17,1,7,12,4,1,2,44,0,0,0,0,11549,5,400,4,4,4,1,5,0,0,0,3,0,1,2,0,-1.0,0,0
9,1,3,17,1,2,10,1,1,1,46,0,1,0,1,8448,8,400,3,4,4,3,7,0,0,0,6,0,1,1,1,-1.0,1,0
11,1,0,13,1,6,12,4,1,1,36,0,2,1,1,4580,13,400,3,4,4,3,6,0,0,0,0,0,1,0,2,-1.0,1,0
7,1,1,6,1,6,8,2,1,2,34,1,1,0,1,10591,6,400,2,4,4,3,5,0,0,0,6,0,1,1,1,-1.0,1,0
2,1,2,17,1,7,3,3,1,1,61,0,1,0,1,10784,1,400,3,4,4,1,7,0,0,0,0,0,3,1,1,-1.0,1,0
5,3,6,9,1,5,6,3,1,2,21,1,0,0,0,5757,16,400,3,4,4,0,4,1,0,0,0,0,1,0,0,-1.0,0,0
6,1,4,6,1,1,7,1,1,1,49,0,2,1,2,832,14,400,3,4,4,5,6,0,0,0,6,0,1,0,2,-1.0,1,0
11,4,0,2,1,6,11,1,1,1,65,0,1,0,5,13954,7,400,2,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,2,0
1,2,5,9,1,7,2,2,1,1,40,0,2,1,1,11833,11,500,3,4,4,3,6,0,0,0,0,2,1,2,2,-1.0,1,0
3,2,2,6,1,6,4,3,1,2,0,0,2,1,5,1204,16,400,2,4,4,3,0,0,0,0,0,0,1,0,2,-1.0,2,0
2,1,1,13,1,1,3,2,0,2,27,1,2,1,2,6121,10,500,1,4,4,5,6,0,0,0,6,2,1,0,2,-1.0,1,0
4,1,6,9,1,1,5,2,1,1,39,0,1,0,1,15394,6,400,4,4,4,3,6,0,0,0,1,4,2,2,1,-1.0,1,0
10,1,5,17,1,7,11,1,0,2,34,0,1,0,1,4164,6,400,1,4,4,1,4,0,0,0,0,0,1,0,1,-1.0,1,0
4,4,5,9,1,6,5,4,1,2,45,1,0,0,2,3901,15,400,1,4,4,3,6,0,0,0,0,0,1,0,0,-1.0,1,0
4,3,0,2,1,1,5,3,1,1,52,0,2,1,2,6883,9,700,1,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,1,0
0,4,5,3,1,6,9,1,1,1,29,1,1,0,2,4184,15,400,4,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,1,0
7,2,3,9,1,6,8,3,0,1,33,1,0,0,1,5970,5,400,1,4,4,0,2,0,0,0,0,0,1,0,0,-1.0,1,0
5,2,3,9,1,2,6,2,1,2,30,1,4,1,5,8975,16,400,4,4,4,0,5,0,0,0,1,0,1,1,1,-1.0,2,0
10,3,6,2,1,5,11,3,0,1,52,1,1,0,2,14639,9,400,2,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,1,0
4,1,2,17,1,6,5,1,1,1,50,0,1,0,1,15389,4,400,1,4,4,5,6,0,0,0,0,0,1,2,1,-1.0,1,0
3,4,2,9,0,6,8,2,1,1,36,0,2,1,2,8949,9,400,1,4,4,0,7,0,0,1,3,0,1,1,2,-1.0,1,0
8,2,3,17,1,2,9,2,1,1,31,0,2,1,2,13164,14,400,3,4,4,1,6,0,0,0,6,0,1,2,2,-1.0,1,0
8,2,3,9,1,1,9,2,1,1,28,0,0,0,2,3463,9,400,4,4,4,3,6,0,0,0,0,0,1,0,0,-1.0,1,1
2,5,4,3,1,6,5,1,1,1,30,0,1,0,2,7016,3,400,3,4,4,3,6,0,0,0,0,0,1,1,1,-1.0,1,0
5,1,3,13,1,6,6,1,1,1,40,0,1,0,1,5817,2,400,3,4,4,5,4,0,0,0,6,0,1,0,1,-1.0,1,0
3,2,1,13,1,2,4,2,1,1,33,0,1,0,1,5067,13,400,4,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,1,0
11,1,0,17,1,2,12,1,1,1,26,0,2,1,1,2401,13,400,4,4,4,1,5,0,0,0,0,0,1,0,2,-1.0,1,0
10,2,4,6,1,7,10,2,1,2,35,0,1,0,2,7166,12,400,3,4,4,5,6,0,0,0,6,0,1,1,1,-1.0,1,1
10,2,1,0,1,6,11,2,1,1,45,0,1,0,1,490,5,400,4,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,1,0
8,1,4,13,1,7,7,1,1,1,37,0,1,0,2,11560,9,400,4,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,1,0
5,4,1,6,1,7,6,4,0,1,38,0,2,1,1,9545,16,400,4,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
9,4,3,2,1,3,3,1,1,2,27,1,2,1,1,1528,4,400,1,4,4,1,5,0,0,0,0,0,1,0,2,-1.0,1,0
7,3,4,13,1,2,8,4,1,2,30,0,2,1,1,3239,7,400,2,4,4,3,4,0,0,0,3,0,1,0,2,-1.0,1,0
0,3,6,2,1,2,4,2,1,1,31,0,6,2,5,12283,1,400,3,4,4,5,4,0,0,0,6,0,1,2,0,-1.0,2,0
5,3,2,13,1,2,6,4,1,2,21,1,1,0,5,4823,2,400,4,4,4,1,4,0,0,0,0,0,1,0,1,-1.0,2,0
9,1,2,18,1,3,10,1,1,1,44,0,2,1,2,6915,4,400,4,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,1,0
11,4,0,15,1,1,12,5,1,2,24,0,0,0,2,6135,14,400,4,4,4,0,4,0,0,0,6,0,1,0,0,-1.0,1,0
10,1,1,17,1,6,11,1,1,1,55,0,2,1,1,6677,16,400,4,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,1,0
2,1,2,6,1,6,4,2,1,1,56,1,2,1,1,10371,1,400,3,4,4,5,7,0,0,0,0,0,1,1,2,-1.0,1,0
3,1,6,17,1,5,4,1,1,1,47,0,1,0,0,3814,11,700,3,4,4,3,6,0,0,0,0,0,3,0,1,-1.0,0,0
8,4,0,6,1,2,9,5,0,1,50,0,2,1,1,15089,3,400,4,4,4,5,6,0,0,0,1,0,3,2,2,-1.0,1,0
3,2,4,17,1,5,4,2,1,2,22,0,1,0,0,13667,4,400,3,4,4,0,4,0,0,0,3,0,1,2,1,-1.0,0,0
4,1,5,18,1,7,8,4,1,1,44,1,0,0,4,387,12,400,2,4,4,1,6,0,0,0,0,0,1,0,0,-1.0,2,0
1,2,1,17,1,7,2,2,1,2,22,1,2,1,1,9436,5,300,3,4,4,5,4,0,0,0,0,2,1,1,2,-1.0,1,0
2,5,0,2,1,2,5,1,1,1,63,0,1,0,2,3300,4,400,1,4,4,3,7,0,0,0,0,0,1,0,1,-1.0,1,0
4,4,0,16,1,6,5,5,1,1,49,0,0,0,1,3431,1,400,4,4,4,3,6,0,0,0,0,0,1,0,0,-1.0,1,0
4,5,1,9,1,2,5,5,1,2,42,0,2,1,1,15210,12,400,3,4,4,3,6,0,0,0,6,0,1,2,2,-1.0,1,0
