Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
4,2,3,13,1,1,1,2,0,2,30,0,2,1,1,9819,7,400,2,4,4,0,5,0,0,0,1,0,1,1,2,-1.0,1,0
7,4,1,17,1,7,8,4,1,1,33,1,1,0,2,12779,12,400,3,4,4,1,5,0,0,0,0,0,1,2,1,-1.0,1,0
10,4,6,9,1,5,11,4,1,2,34,1,1,0,1,14358,6,400,2,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,1,0
4,3,4,13,1,2,5,4,1,1,27,0,1,0,2,10433,2,400,3,4,4,3,5,0,0,0,1,0,1,1,1,-1.0,1,0
6,2,0,6,1,2,10,4,1,2,0,0,2,1,5,14579,6,400,1,4,4,3,0,0,0,0,0,0,1,2,2,-1.0,2,0
10,1,4,9,1,6,11,3,1,0,31,1,4,1,5,13498,15,400,1,4,4,0,6,0,0,0,0,0,1,2,1,-1.0,2,0
1,4,5,17,1,6,2,4,1,1,64,0,2,1,5,14642,14,400,1,4,4,1,7,0,0,0,6,0,1,2,2,-1.0,2,0
8,3,2,13,1,1,9,4,0,2,50,1,0,0,2,11717,8,400,1,4,4,0,6,0,0,0,6,0,1,2,0,-1.0,1,0
4,4,1,13,1,2,5,4,1,1,52,0,2,1,1,1932,7,400,4,4,4,5,6,0,0,0,0,0,1,0,2,-1.0,1,0
8,1,4,6,0,5,9,1,1,1,36,0,2,1,1,8892,3,400,4,4,4,1,6,0,0,0,6,0,1,1,2,-1.0,1,0
11,1,3,6,1,1,12,2,1,1,43,0,0,0,1,11453,10,400,4,4,4,1,6,0,0,0,1,0,1,2,0,-1.0,1,0
10,1,6,2,0,5,11,1,0,1,34,0,1,0,2,785,15,400,3,4,4,0,5,0,0,0,0,0,1,0,1,-1.0,1,0
1,5,6,9,1,1,12,1,1,2,32,0,2,1,2,13015,13,400,1,4,4,1,5,0,0,0,0,0,1,2,2,-1.0,1,0
5,3,1,6,1,2,6,3,1,1,31,0,1,0,5,13585,3,400,4,4,4,1,5,0,0,0,0,0,1,2,1,-1.0,2,1
9,1,0,13,1,2,10,2,1,1,57,0,0,0,0,4753,6,400,2,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,0,0
10,2,4,6,1,5,11,2,1,2,27,0,2,1,2,4775,15,400,3,4,4,5,4,0,0,0,3,0,1,0,2,-1.0,1,0
11,2,0,6,1,2,10,3,1,1,26,0,1,0,1,13241,5,400,3,4,4,3,5,0,0,0,1,0,1,2,1,-1.0,1,0
11,5,0,5,1,5,11,1,1,1,47,0,6,2,5,3306,2,400,3,4,4,1,7,1,0,0,6,0,1,0,0,-1.0,2,0
1,4,0,13,0,1,2,4,1,2,21,0,1,0,1,13047,13,400,1,4,4,3,5,0,0,0,0,0,1,2,1,-1.0,1,0
2,5,6,6,1,1,8,1,0,1,39,0,0,0,0,11346,3,400,4,4,4,3,5,0,0,0,1,0,1,2,0,-1.0,0,0
11,2,1,6,0,7,12,5,1,2,0,0,4,1,5,778,11,400,3,4,4,0,0,0,0,0,0,4,2,0,1,-1.0,2,0
1,1,6,6,1,1,2,1,1,2,22,0,4,1,5,4049,15,400,4,4,4,1,5,0,0,0,6,0,1,0,1,-1.0,2,0
2,2,2,13,1,7,3,2,1,2,20,1,1,0,1,6425,14,400,3,4,4,1,1,0,1,0,0,0,1,1,1,-1.0,1,0
11,2,0,17,1,7,11,4,1,2,33,0,0,0,1,14059,8,400,4,4,4,3,5,0,0,0,0,0,1,2,0,-1.0,1,0
0,2,1,6,1,7,1,2,1,1,33,0,2,1,1,2751,3,400,2,4,4,3,6,0,0,0,3,0,1,0,2,-1.0,1,0
9,2,2,13,1,5,3,4,1,1,76,0,1,0,2,13325,3,400,3,4,4,3,7,1,0,0,3,0,1,2,1,-1.0,1,0
0,5,3,17,1,5,9,1,1,1,28,0,0,0,1,7833,10,400,1,4,4,0,4,0,0,0,0,0,1,1,0,-1.0,1,0
7,4,1,2,1,2,1,1,1,2,29,0,2,1,3,10607,6,400,3,4,4,5,6,0,0,0,1,0,1,1,2,-1.0,2,0
7,2,5,17,1,7,8,4,1,1,76,0,1,0,2,12872,3,400,3,4,4,3,7,0,0,0,3,0,1,2,1,-1.0,1,0
3,2,0,13,1,1,8,4,1,1,75,0,0,0,1,12134,16,400,1,4,4,1,7,0,0,0,3,0,1,2,0,-1.0,1,0
3,4,0,6,1,7,8,4,1,2,56,1,2,1,2,2540,1,400,4,4,4,5,7,0,0,0,0,0,1,0,2,-1.0,1,0
10,4,3,6,1,2,11,4,1,1,30,0,2,1,1,12840,16,400,4,4,4,1,6,0,0,0,6,0,1,2,2,-1.0,1,0
4,4,4,9,1,6,12,4,1,1,52,0,0,0,1,10830,10,400,2,4,4,1,7,0,0,0,1,1,1,1,0,-1.0,1,0
1,1,0,9,0,5,2,2,1,1,56,0,0,0,1,10097,10,400,4,4,4,0,7,0,0,0,1,0,1,1,0,-1.0,1,0
5,1,1,2,1,2,6,1,0,2,37,0,2,1,1,7705,9,400,4,4,4,5,5,0,0,0,6,0,1,1,2,-1.0,1,0
2,2,5,2,1,7,3,2,1,1,36,0,2,1,1,11329,15,400,1,4,4,5,6,0,0,0,6,0,1,1,2,-1.0,1,0
8,1,3,13,0,2,9,2,1,1,31,0,2,1,2,11855,5,400,4,4,4,0,5,0,0,0,0,0,1,2,2,-1.0,1,0
5,2,1,9,1,6,6,2,1,1,57,0,6,2,5,13580,10,400,3,4,4,1,6,0,0,0,1,0,1,2,0,-1.0,2,0
10,4,4,13,1,2,11,5,1,1,63,0,6,2,5,12102,11,400,2,4,4,3,7,0,0,0,6,0,1,2,0,-1.0,2,0
7,4,0,13,1,1,8,4,1,1,26,0,1,0,1,929,7,400,1,4,4,1,6,0,0,0,1,0,1,0,1,-1.0,1,0
0,4,5,17,1,4,9,1,1,1,32,1,0,0,1,1394,10,400,2,4,4,3,5,0,0,0,0,0,1,0,0,-1.0,1,0
