Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
3,3,4,5,1,1,4,3,1,1,46,1,1,0,3,11997,4,400,2,4,4,1,6,0,0,0,1,0,1,2,1,-1.0,2,0
8,3,1,9,1,6,9,3,1,1,34,1,1,0,1,13287,6,400,3,4,4,0,6,0,0,0,0,1,1,2,1,-1.0,1,0
11,2,5,13,1,2,12,3,1,1,64,0,0,0,0,9184,6,400,4,2,4,0,6,0,0,0,1,0,1,1,0,-1.0,0,0
0,2,0,13,1,2,1,4,1,2,30,1,2,1,2,611,10,400,4,4,4,3,5,0,0,0,0,0,1,0,2,-1.0,1,0
0,2,5,17,1,7,1,3,1,1,33,1,0,0,1,11495,10,400,1,4,4,0,6,0,0,0,3,0,1,2,0,-1.0,1,0
7,2,1,17,1,6,8,2,1,2,30,0,1,0,1,7698,14,400,1,4,4,1,5,0,0,0,0,0,1,1,1,-1.0,1,0
5,4,1,6,1,6,6,4,1,1,27,1,1,0,1,1867,3,400,4,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,1,0
11,1,0,9,1,5,12,2,1,1,46,0,1,0,1,11088,14,400,4,4,4,1,7,0,0,0,1,0,1,1,1,-1.0,1,0
3,1,5,13,1,5,4,2,1,1,27,0,2,1,1,14132,6,400,1,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
4,3,0,6,1,5,1,2,1,2,0,1,2,1,5,661,3,400,3,4,4,1,0,0,0,0,0,0,1,0,2,-1.0,2,0
6,2,1,18,1,2,7,2,1,2,31,0,2,1,3,10986,2,400,1,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,2,0
7,4,1,2,1,5,1,2,1,1,42,1,1,0,2,6983,7,400,1,4,4,3,6,0,0,0,1,0,1,1,1,-1.0,1,0
7,1,6,9,1,1,1,2,1,2,40,0,2,1,1,15093,16,400,4,4,4,5,6,0,0,0,0,0,1,2,2,-1.0,1,0
4,2,3,6,1,2,5,2,1,2,26,1,0,0,1,15401,16,400,2,4,4,1,5,0,0,0,0,0,1,2,0,-1.0,1,0
0,4,2,13,1,5,1,5,1,1,31,0,0,0,1,11207,6,400,2,4,4,3,6,0,0,0,0,0,1,1,0,-1.0,1,0
6,2,1,13,1,7,7,3,0,1,48,0,2,1,1,10614,13,400,4,4,4,5,5,0,0,0,0,0,1,1,2,-1.0,1,0
2,3,0,17,1,1,3,4,1,2,29,0,1,0,1,3104,11,400,1,4,4,3,6,0,0,0,3,0,1,0,1,-1.0,1,0
11,4,4,2,1,2,12,4,1,2,33,0,1,0,1,8464,5,400,3,4,4,3,4,0,0,0,1,1,2,1,1,-1.0,1,0
6,2,0,9,1,1,7,2,1,1,73,1,4,1,5,12950,14,400,1,4,4,0,7,0,0,0,6,0,1,2,1,-1.0,2,0
6,1,2,17,1,2,7,3,1,1,45,1,2,1,1,719,13,400,3,4,4,1,6,0,0,0,0,0,1,0,2,-1.0,1,0
8,1,1,6,1,6,9,1,0,1,31,1,0,0,1,8928,1,400,3,4,4,1,5,0,0,0,0,0,1,1,0,-1.0,1,0
2,2,6,9,1,5,3,3,0,1,38,1,0,0,5,5755,14,400,4,4,4,0,6,0,0,0,6,4,2,0,0,-1.0,2,0
0,1,1,6,1,6,1,1,1,1,29,0,2,1,1,12794,3,400,4,4,4,5,5,0,0,0,3,0,1,2,2,-1.0,1,0
11,3,1,9,1,6,12,3,1,2,32,0,2,1,1,9512,2,400,2,4,4,0,6,0,0,0,0,0,1,1,2,-1.0,1,0
3,1,0,17,1,7,4,2,1,1,34,0,0,0,1,13551,15,400,4,4,4,3,6,0,0,0,0,0,1,2,0,-1.0,1,0
3,5,5,13,1,5,8,1,1,1,42,1,0,0,2,2197,2,400,2,4,4,0,6,0,0,0,6,0,1,0,0,-1.0,1,0
9,4,4,17,1,5,10,4,1,1,41,0,1,0,1,13965,2,400,2,4,4,3,5,0,0,0,0,0,1,2,1,-1.0,1,0
8,2,3,9,1,5,9,2,1,0,41,0,1,0,1,11537,2,400,2,4,4,3,6,0,0,0,6,0,1,2,1,-1.0,1,0
5,1,0,17,1,2,6,3,1,1,49,0,2,1,2,5881,5,400,1,4,4,3,6,0,0,0,6,4,2,0,2,-1.0,1,0
8,3,3,13,1,2,9,3,1,1,60,1,0,0,1,5847,13,400,4,4,4,5,7,0,0,0,1,0,1,0,0,-1.0,1,0
8,4,1,9,1,6,9,4,1,1,29,0,2,1,2,4387,3,500,2,4,4,1,6,0,0,0,0,2,1,0,2,-1.0,1,0
3,3,4,13,1,5,4,3,1,2,24,0,1,0,1,15321,8,400,4,4,4,3,4,0,0,0,0,0,1,2,1,-1.0,1,0
2,3,3,13,1,2,3,3,1,2,31,0,2,1,2,2820,10,400,3,4,4,0,5,0,0,0,0,0,1,0,2,-1.0,1,0
10,1,6,13,1,5,11,1,1,1,44,0,2,1,1,6283,16,400,2,4,4,5,6,0,0,0,6,0,1,1,2,-1.0,1,0
11,2,0,6,1,7,12,4,1,1,53,0,0,0,0,14472,4,400,2,4,4,0,7,0,0,0,1,0,1,2,0,-1.0,0,1
7,4,1,6,1,6,8,4,1,2,24,1,0,0,1,2199,15,400,1,4,4,3,5,0,0,0,3,0,1,0,0,-1.0,1,0
4,5,5,6,1,5,4,2,1,1,67,0,1,0,1,219,11,400,1,4,4,1,7,0,0,0,1,0,1,0,1,-1.0,1,0
0,4,5,9,1,5,1,5,1,2,26,1,2,1,2,10796,10,400,1,4,4,1,5,0,0,0,0,0,1,1,2,-1.0,1,0
5,4,1,13,0,6,6,4,1,1,46,0,2,1,2,4764,1,400,3,4,4,3,7,0,0,0,3,0,1,0,2,-1.0,1,0
10,3,2,13,0,6,11,4,1,1,44,0,1,0,1,9715,8,400,2,4,4,3,5,0,0,0,6,0,1,1,1,-1.0,1,0
10,3,3,13,1,6,11,3,0,2,29,0,2,1,2,6913,1,400,2,4,4,5,3,0,0,0,0,0,1,1,2,-1.0,1,0
9,2,2,5,1,5,10,3,0,2,25,1,2,1,2,15004,16,400,4,4,4,1,3,0,0,0,3,0,1,2,2,-1.0,1,0
11,5,0,17,1,7,11,1,1,1,56,0,1,0,1,9797,5,700,1,4,4,1,7,0,0,0,0,0,1,1,1,-1.0,1,0
9,3,2,13,1,5,3,1,1,1,52,0,0,0,1,6271,15,400,4,4,4,0,6,1,1,0,6,0,1,1,0,-1.0,1,0
3,2,2,13,0,6,4,4,1,1,72,1,0,0,1,552,16,400,2,4,4,3,7,0,0,0,6,0,1,0,0,-1.0,1,0
2,3,6,18,1,2,3,3,1,1,52,0,0,0,1,11338,11,400,4,4,4,0,7,0,0,0,0,0,1,2,0,-1.0,1,0
11,5,4,6,1,2,11,1,0,1,44,0,0,0,1,7200,9,400,1,4,4,0,5,0,0,0,0,0,1,1,0,-1.0,1,0
6,4,1,9,1,7,7,5,1,1,55,0,2,1,1,13480,11,400,4,4,4,3,7,0,0,0,1,0,1,2,2,-1.0,1,0
3,4,5,17,1,1,8,3,1,2,30,0,0,0,1,474,13,400,3,4,4,3,4,0,0,0,3,0,1,0,0,-1.0,1,0
4,1,4,13,0,2,5,2,0,2,30,0,0,0,1,7034,1,400,3,4,4,0,4,0,0,0,3,0,1,1,0,-1.0,1,0
3,4,1,6,1,6,4,4,1,2,0,0,0,0,5,1457,9,400,3,4,4,3,0,0,0,0,0,1,1,0,0,-1.0,2,1
1,5,6,9,1,7,2,5,1,1,57,0,2,1,1,13929,6,400,1,4,4,3,6,0,0,0,6,0,1,2,2,-1.0,1,0
0,2,1,16,1,6,1,2,1,2,43,0,1,0,3,2418,12,400,2,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,2,0
4,4,6,9,1,7,5,4,1,2,55,0,2,1,1,3396,15,400,2,4,4,0,6,0,0,0,0,0,1,0,2,-1.0,1,0
11,4,3,17,1,6,11,2,1,1,29,0,1,0,2,342,4,700,3,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,1,0
7,3,1,9,0,6,9,1,1,2,48,0,1,0,5,3881,13,400,2,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,2,0
11,3,2,2,0,6,12,4,0,1,48,0,1,0,2,4873,6,400,1,4,4,3,6,0,0,0,0,4,2,0,1,-1.0,1,0
4,2,1,13,0,2,5,2,1,1,38,1,2,1,5,15217,7,400,3,4,4,5,6,0,0,0,6,0,1,2,2,-1.0,2,0
6,3,6,13,1,1,7,3,0,2,41,1,1,0,2,3854,2,400,1,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,1,0
10,1,1,9,1,2,11,1,1,2,23,0,2,1,1,9312,14,400,2,4,4,3,4,0,0,0,6,0,1,1,2,-1.0,1,0
3,3,1,9,0,7,4,4,0,1,37,0,1,0,1,12321,15,400,4,4,4,0,6,0,0,0,3,0,1,2,1,-1.0,1,0
9,3,5,13,1,1,10,4,1,1,51,1,0,0,2,5258,11,400,2,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,1,0
1,5,1,2,1,6,12,1,1,1,73,1,1,0,1,5271,9,700,4,4,4,3,7,0,0,0,6,0,1,0,1,-1.0,1,0
