Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
9,2,0,9,0,2,10,2,1,2,33,0,1,0,2,2369,2,400,4,4,4,3,6,0,0,0,1,0,1,0,1,-1.0,1,0
7,3,4,9,1,1,8,3,1,2,25,0,0,0,1,9357,8,400,1,4,4,0,3,0,0,0,0,0,1,1,0,-1.0,1,0
7,5,5,17,1,6,1,1,1,1,58,0,0,0,0,2389,2,400,2,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,0,1
1,5,6,9,1,2,12,1,1,1,46,0,0,0,1,14795,11,400,2,4,4,1,7,0,0,0,3,0,1,2,0,-1.0,1,0
3,4,0,0,1,5,8,1,1,1,37,0,2,1,1,13885,5,400,3,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
0,1,6,9,1,2,1,2,0,1,55,0,0,0,1,9720,12,400,3,4,4,1,5,0,0,0,0,0,1,1,0,-1.0,1,0
8,1,3,6,1,7,7,3,1,1,43,0,1,0,0,4457,11,400,1,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,0,0
6,2,6,9,1,6,6,1,1,1,45,1,1,0,1,5572,10,400,1,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,1,0
6,3,0,13,1,2,7,3,1,1,34,0,0,0,0,2688,11,400,4,4,4,5,6,0,0,0,0,0,1,0,0,-1.0,0,0
2,4,0,13,0,2,5,1,1,2,35,0,2,1,2,5256,7,400,3,4,4,5,4,0,0,0,6,0,1,0,2,-1.0,1,0
9,3,0,13,1,2,10,3,1,1,39,0,1,0,1,6690,6,400,2,4,4,3,6,0,0,0,1,0,1,1,1,-1.0,1,0
2,5,2,17,1,6,5,1,0,1,47,0,1,0,1,258,12,400,1,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,1,0
11,4,0,13,1,7,12,5,0,2,29,0,1,0,1,10543,12,400,4,4,4,3,5,0,0,0,0,4,2,1,1,-1.0,1,0
10,3,3,13,0,2,11,3,1,1,38,0,2,1,2,10050,1,400,2,4,4,3,7,0,0,0,6,0,1,1,2,-1.0,1,0
9,2,0,5,1,6,10,3,1,1,32,0,0,0,1,12942,14,400,3,4,4,1,4,0,0,0,3,0,1,2,0,-1.0,1,0
1,1,6,13,1,2,2,2,1,1,54,0,0,0,1,14541,8,400,4,4,4,1,7,0,0,0,0,0,1,2,0,-1.0,1,0
2,4,2,2,1,2,5,1,1,1,52,0,0,0,2,3487,11,400,3,4,4,1,7,0,0,0,0,4,2,0,0,-1.0,1,0
3,3,4,13,1,2,4,3,1,1,69,0,0,0,1,10150,13,500,1,4,4,3,6,0,0,0,6,2,1,1,0,-1.0,1,1
3,3,5,13,1,5,4,3,1,1,62,1,0,0,1,10284,15,400,1,4,4,3,4,1,0,0,0,1,1,1,0,-1.0,1,0
6,1,4,6,1,1,7,1,1,1,55,1,2,1,2,14507,8,400,1,4,4,5,7,0,0,0,6,0,1,2,2,-1.0,1,0
5,4,5,17,1,6,10,3,1,1,32,0,1,0,2,7954,5,400,4,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,0
10,1,6,6,1,5,11,3,1,1,52,1,1,0,1,6956,11,400,3,4,4,1,6,0,0,0,0,0,1,1,1,-1.0,1,0
8,5,5,13,1,5,7,1,1,2,29,1,0,0,1,1344,9,400,1,4,4,3,6,0,0,0,3,0,1,0,0,-1.0,1,0
1,4,4,9,1,1,2,4,1,1,49,0,2,1,1,11795,9,400,2,4,4,1,6,0,0,0,6,0,1,2,2,-1.0,1,0
8,3,0,13,0,7,9,4,1,1,40,0,1,0,1,4863,10,400,2,4,4,0,4,0,0,0,0,0,1,0,1,-1.0,1,0
6,5,6,13,1,5,7,5,1,2,28,0,2,1,2,6905,3,400,3,4,4,1,6,0,0,0,6,0,1,1,2,-1.0,1,0
11,4,4,9,1,5,10,1,1,1,41,0,0,0,1,2132,9,400,3,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,0
0,4,0,17,1,7,1,4,1,1,37,1,1,0,1,8360,7,400,2,4,4,1,5,0,0,0,1,0,1,1,1,-1.0,1,0
3,4,0,9,1,5,8,2,0,2,34,0,0,0,1,9757,5,400,1,4,4,0,4,0,0,0,1,0,1,1,0,-1.0,1,0
7,5,6,9,1,6,1,3,1,1,37,1,0,0,1,6164,16,400,1,4,4,3,6,0,0,0,0,0,1,1,0,-1.0,1,0
6,2,6,6,1,1,7,2,1,2,52,0,2,1,1,12802,3,500,4,4,4,5,6,0,0,0,0,2,1,2,2,-1.0,1,0
0,1,1,2,1,6,1,1,1,1,50,0,0,0,5,11467,11,400,1,4,4,1,4,0,0,0,0,1,2,2,0,-1.0,2,0
7,1,1,13,1,2,8,1,1,1,28,1,1,0,1,2422,1,400,4,4,4,0,5,0,0,0,1,0,1,0,1,-1.0,1,0
4,1,4,13,1,2,5,2,1,2,33,1,0,0,1,5357,8,400,2,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,1,0
9,1,5,6,0,2,10,4,1,1,64,0,0,0,0,5018,2,400,3,4,4,0,7,0,0,0,1,0,1,0,0,-1.0,0,0
8,1,1,13,1,1,9,1,0,1,38,0,0,0,1,6569,11,400,1,4,4,3,6,0,0,0,6,0,1,1,0,-1.0,1,0
2,3,1,17,1,6,3,3,0,1,42,1,1,0,0,9796,12,400,2,4,4,0,6,0,0,0,3,0,1,1,1,-1.0,0,0
11,5,0,0,1,7,11,2,1,2,78,1,0,0,2,14812,11,400,3,4,4,0,7,0,0,0,6,0,1,2,0,-1.0,1,0
3,2,5,17,1,6,4,2,1,1,42,0,2,1,1,15307,9,400,1,4,4,3,5,0,0,0,3,0,1,2,2,-1.0,1,0
8,4,5,6,1,2,2,4,0,2,29,1,0,0,1,466,11,400,4,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,1,0
5,3,0,13,0,1,6,4,1,1,52,0,0,0,0,5093,10,400,1,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,0,1
5,1,2,13,1,6,6,1,1,1,62,0,1,0,1,5145,16,400,2,4,4,1,6,1,0,0,6,0,1,0,1,-1.0,1,0
4,1,0,2,1,2,5,2,1,1,39,0,1,0,1,8599,4,400,2,4,4,0,6,0,0,0,1,0,1,1,1,-1.0,1,0
1,5,1,11,1,2,2,5,1,1,46,0,6,2,2,5988,14,400,3,4,4,5,7,0,0,0,0,0,1,0,0,-1.0,1,1
6,3,5,13,1,6,7,3,0,2,40,1,2,1,1,10072,7,400,3,4,4,3,7,0,0,1,6,0,1,1,2,-1.0,1,0
0,1,3,15,1,6,1,1,0,2,33,0,0,0,2,10068,11,400,3,4,4,0,4,0,0,0,0,0,1,1,0,-1.0,1,0
1,3,6,1,1,6,2,4,1,1,42,0,1,0,2,12565,7,400,2,4,4,0,6,0,0,0,0,0,1,2,1,-1.0,1,0
2,5,6,17,1,2,5,1,1,1,42,1,0,0,1,3620,1,400,1,4,4,3,6,0,0,0,3,0,1,0,0,-1.0,1,0
2,3,0,13,1,6,5,3,1,1,41,1,0,0,0,205,16,500,3,0,4,3,6,0,0,0,0,2,1,0,0,-1.0,0,1
11,4,6,9,1,7,12,4,1,2,29,0,2,1,1,9841,8,400,3,4,4,3,5,0,0,0,1,0,3,1,2,-1.0,1,0
6,4,6,13,1,2,7,4,1,1,29,1,0,0,0,4646,7,400,4,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,0,0
1,3,2,13,1,2,12,1,1,1,54,1,1,0,1,7153,3,400,3,4,4,0,7,0,0,0,0,0,1,1,1,-1.0,1,0
9,1,0,13,1,1,10,1,1,1,26,0,1,0,1,14052,7,400,4,4,4,3,6,0,0,0,1,0,1,2,1,-1.0,1,0
0,3,4,7,1,5,11,4,1,1,41,0,2,1,3,5413,8,400,1,4,4,5,6,0,0,0,1,0,3,0,2,-1.0,2,0
8,2,3,17,1,2,9,4,1,2,27,0,2,1,1,12814,1,400,1,4,4,1,6,0,0,0,1,0,1,2,2,-1.0,1,0
3,2,5,13,1,6,4,2,1,1,39,1,2,1,2,3527,1,400,3,4,4,3,6,0,0,1,1,0,3,0,2,-1.0,1,0
0,1,2,6,1,2,1,1,1,2,0,0,0,0,5,11561,15,400,1,4,4,0,0,0,0,0,0,0,1,2,0,-1.0,2,0
10,1,0,17,1,1,11,1,1,1,51,1,0,0,0,1017,13,400,2,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,0,0
11,2,1,17,1,2,12,4,1,2,35,0,0,0,0,6331,4,400,4,4,4,1,4,0,0,0,0,0,1,1,0,-1.0,0,1
4,3,6,6,1,5,5,3,1,2,33,1,1,0,1,8726,1,400,1,4,4,0,5,0,0,0,6,0,1,1,1,-1.0,1,0
6,4,4,17,1,5,7,4,0,3,42,0,1,0,1,6946,7,400,4,4,4,1,2,0,0,0,1,0,1,1,1,-1.0,1,0
8,3,0,17,1,6,9,5,1,1,40,1,0,0,0,12479,10,400,4,4,4,0,6,0,0,0,0,0,1,2,0,-1.0,0,0
10,4,3,13,0,2,11,4,1,2,29,1,0,0,1,13940,4,400,1,4,4,3,5,0,0,0,6,0,1,2,0,-1.0,1,0
5,4,1,0,1,6,2,1,1,1,32,0,0,0,2,11850,1,400,4,4,4,1,5,0,0,0,0,0,3,2,0,-1.0,1,0
11,1,1,6,1,5,12,2,1,2,23,0,1,0,1,360,13,400,3,4,4,1,4,0,0,0,6,0,1,0,1,-1.0,1,0
4,5,2,6,1,2,5,5,0,2,33,1,2,1,1,155,8,400,3,4,4,3,5,0,0,0,0,0,1,0,2,-1.0,1,0
5,4,4,6,1,7,10,2,1,1,56,0,4,1,5,6065,3,400,2,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,2,0
10,4,2,13,1,2,11,4,1,1,53,1,0,0,1,7394,3,400,2,2,2,3,5,0,0,0,0,0,1,1,0,-1.0,1,0
3,2,2,13,1,6,4,3,1,1,53,0,0,0,0,12088,10,500,4,4,4,5,7,0,0,0,0,2,1,2,0,-1.0,0,0
10,2,2,13,1,6,11,2,1,1,33,0,0,0,1,10956,4,400,4,4,4,0,4,0,0,0,0,0,1,1,0,-1.0,1,0
6,1,6,6,1,5,7,1,1,1,44,0,2,1,1,5754,6,400,4,4,4,1,6,0,0,0,0,0,1,0,2,-1.0,1,0
4,2,1,9,1,2,5,3,1,2,26,1,1,0,1,13774,16,400,2,4,4,3,6,0,0,0,3,0,1,2,1,-1.0,1,0
6,1,0,13,1,2,7,2,0,1,44,1,1,0,2,9768,16,400,4,4,4,3,6,0,0,0,0,0,1,1,1,-1.0,1,0
8,2,4,9,1,6,9,3,0,2,26,0,2,1,1,916,5,400,3,4,4,1,4,0,0,0,0,0,1,0,2,-1.0,1,0
2,1,4,6,0,1,3,1,1,1,33,0,1,0,1,11946,6,400,4,4,4,3,4,0,0,0,0,0,1,2,1,-1.0,1,0
4,4,3,9,1,6,5,4,1,1,30,0,1,0,2,9451,10,400,4,4,4,3,6,0,0,0,0,4,2,1,1,-1.0,1,0
3,3,5,6,1,5,4,3,1,2,35,0,2,1,1,10470,16,400,3,4,4,0,4,0,0,0,0,0,1,1,2,-1.0,1,0
1,5,4,2,1,2,12,1,1,1,55,1,0,0,5,1113,3,400,3,4,4,0,7,0,0,0,3,0,1,0,0,-1.0,2,0
3,1,2,2,0,7,4,2,1,1,50,0,1,0,1,2208,5,400,4,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,1,0
9,3,0,6,1,7,10,4,1,2,35,0,2,1,1,608,7,400,4,4,4,1,6,0,0,0,6,0,1,0,2,-1.0,1,0
10,4,5,13,1,7,11,4,1,2,29,0,2,1,1,6749,5,400,4,4,4,5,5,0,0,0,1,0,1,1,2,-1.0,1,0
1,5,6,2,1,7,2,5,1,1,64,0,1,0,2,4026,11,400,3,4,4,1,5,0,0,0,3,0,1,0,1,-1.0,1,0
9,5,5,1,1,5,10,5,0,1,35,0,2,1,2,6906,8,400,3,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
4,2,4,5,0,7,4,1,1,1,47,0,8,2,5,10429,16,400,1,4,4,0,7,0,0,0,0,0,1,1,2,-1.0,2,0
4,4,2,9,1,7,5,4,1,2,32,0,1,0,1,13672,3,400,4,4,4,3,5,0,0,0,3,4,2,2,1,-1.0,1,0
2,4,4,13,1,2,5,1,1,1,61,1,2,1,5,3146,7,400,4,4,4,3,5,0,0,0,6,0,1,0,2,-1.0,2,0
5,5,2,13,1,4,12,1,1,1,44,0,3,1,1,11429,7,400,4,4,4,5,6,0,0,0,6,0,1,2,0,-1.0,1,0
2,5,0,13,1,2,5,1,1,2,44,0,2,1,1,256,9,500,2,4,4,1,7,0,0,0,6,2,1,0,2,-1.0,1,0
8,5,3,6,1,2,9,5,1,1,30,0,1,0,1,4177,4,400,3,4,4,0,6,0,0,0,6,0,1,0,1,-1.0,1,0
10,2,6,6,1,1,11,2,1,1,48,1,2,1,1,5481,16,400,3,4,4,1,6,0,0,0,6,0,1,0,2,-1.0,1,0
7,2,4,2,0,5,8,2,1,1,26,1,1,0,1,10698,7,400,1,4,4,0,6,0,0,0,6,0,1,1,1,-1.0,1,0
9,1,0,2,1,2,10,2,1,1,46,0,2,1,2,11125,12,400,4,4,4,5,6,0,0,0,6,0,1,1,2,-1.0,1,0
4,2,2,6,1,2,5,2,1,1,59,0,2,1,2,8193,1,400,2,4,4,3,7,0,0,0,1,0,1,1,2,-1.0,1,0
6,3,1,2,0,6,7,3,1,1,26,1,1,0,1,14191,13,400,4,4,4,1,6,0,0,0,6,0,1,2,1,-1.0,1,0
11,2,1,9,0,1,12,4,1,1,34,0,1,0,2,5104,10,400,4,4,4,3,6,0,0,0,0,4,2,0,1,-1.0,1,0
11,1,3,0,0,5,10,1,1,1,51,0,0,0,2,3767,7,400,2,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,1,0
6,2,4,6,1,5,7,3,1,1,45,1,4,1,5,6817,9,400,2,4,4,0,7,0,0,0,0,0,1,1,1,-1.0,2,0
